"Book Id","ISBN","Bookshelf","Tags","Wishlist","Started Reading On","Ended Reading On","Pages Read","Read","My Rating","Review","Short note","Advanced note","Signed","Condition","Number of copies","Quotes","Flashcards","Title","Subtitle","Language","Categories","Authors","Illustrators","Translators","Editors","Narrators","Photographers","Publisher","Page Count","Published At","Format","Edition","Series","Volume","Loan Type","Loan Name","Loan Start Date","Loan Due Date","Purchase Type","Purchase From","Purchase Price","Purchase Date","Transfer Type","Transfer place","Transfer Price","Transfer Date","Description","Date added"
"1724287","9782895963370","Nicolas","",0,,,0,0,2,,,,0,,1,"","","Bande de colons : Une mauvaise conscience de classe","une mauvaise conscience de classe","fr","","Alain Deneault","","","","","","Lux",209,"2020-09-10","paperback",,,,,,,,,,,,,,,,"«Il s’agit d’asseoir le statut de colon en tant qu’il continue de nous conditionner aujourd’hui. Le peu de cas que nous avons fait de cette notion, au profit de celles usurpées de colonisé et du couple colonisateur-colonisé, explique les lacunes actuelles de notre conscience de classe.»

Le colon, figure mitoyenne qui ne se trouve ni dans la position invivable du colonisé ni dans celle, indéfendable, du colonisateur, est généralement relégué au statut de figurant du récit colonial. Complétant le diptyque de Memmi, Alain Deneault révèle ici l’idiot utile, voire indispensable, de l’accaparement du territoire, une figure qui n’existe qu’en solidarité absolue avec la classe qui le domine, mais dont l’impuissance politique et économique l’autorise à s’identifier, lorsque opportun, au colonisé.

Le décor où Alain Deneault campe son personnage: le Canada. Coincé entre un passé colonial qu’il veut oublier et un essor républicain sans cesse ajourné, ce territoire qu’on appelle «pays» n’excelle que dans la médiocrité de ses politiques d’extrême centre, mais il livre à la pensée politique un objet d’importance: la condition du colon qui fut celle de la majorité de sa population et qui le reste de mille façons inavouées.","2025-09-07"
"11929431","9781118746332","Nicolas","Musique",0,,,0,0,,,,,0,,1,"","","Banjo For Dummies, 2e: A Wiley Brand","Book + Online Video and Audio Instruction","en","Music","Bill Evans","","","","","","John Wiley & Sons",384,"2014-01-28","paperback",,,,,,,,,,,,,,,,"A complete guide to the world of the five-string banjo written for both beginners and more experienced players. Packed with over 120 how-to photos and 130 musical examples. 94 track CD included - hear and play along with every exercise and song. The only book to offer instruction in clawhammer, bluegrass, melodic, single-string, minstrel and classic styles.  From Earl Scruggs’ driving bluegrass picking to the genre-busting jazz fusion of Béla Fleck and the multi-million selling movie soundtrack O Brother Where Are Thou?, the five-string banjo can be heard just about everywhere in American music these days. 

 Banjo For Dummies is the most complete guide to the five-string banjo ever written. It covers everything you need to get into the banjo: including how to choose, tune and care for your instrument, developing a good playing posture, fretting your first chords and getting comfortable with the left and right hand picking patterns used for clawhammer and bluegrass playing techniques. You’ll then add the left hand, spicing up your playing with slides, hammer-ons, pull-offs, and chokes for an authentic five-string banjo sound. 

 From there, you’ll move on the play 19th century minstrel style, early 20th century classic style as well as try your hand at more advanced examples of bluegrass style. An in-depth chapter on bluegrass music explores Scruggs licks and techniques as well as melodic and single-string styles, with song examples. Also included is a banjo buyer’s guide,...","2024-01-20"
"4380915","9780765324849","Nicolas","Littérature étrangère,Fiction",0,,,430,1,,,,,0,,1,"","","BioShock: Rapture",,"en","Science Fiction","John Shirley","","","","","","Tor Books",430,"2011-07-19","hardcover",,,,,,,,,,,,,,,,"It's the end of World War II. FDR's New Deal has redefined American politics. Taxes are at an all-time high. The bombing of Hiroshima and Nagasaki has brought a fear of total annihilation. The rise of secret government agencies and sanctions on business has many watching their backs. America's sense of freedom is diminishing . . . and many are desperate to take that freedom back.

Among them is a great dreamer, an immigrant who pulled himself from the depths of poverty to become one of the wealthiest and admired men in the world. That man is Andrew Ryan, and he believed that great men and women deserve better. And so he set out to create the impossible, a utopia free from government, censorship, and moral restrictions on science--where what you give is what you get. He created Rapture---the shining city below the sea.

But as we all know, this utopia suffered a great tragedy. This is the story of how it all came to be . . .and how it all ended.","2024-01-20"
"7176343","9781119004301","Nicolas","Musique",0,,,0,0,,,,,0,,1,"","","Bluegrass Banjo For Dummies",,"en","Music","Bill Evans","","","","","","John Wiley & Sons",336,"2015-04-20","paperback",,,,,,,,,,,,,,,,"Start picking the five-string banjo like a pro with this definitive guide to bluegrass banjo! Whether you’re an absolute beginner or an experienced player, Bluegrass Banjo For Dummies gets you started off the right way and is your road map for mastering today’s most popular traditional and contemporary banjo picking styles. Online audio and video clips combine with the book’s clear step-by-step instructions to provide the most complete – and fun - banjo instruction experience available anywhere! Bluegrass banjo has never been more popular and is heard today not only in country and folk music, but in jazz, rock and country styles. Bluegrass Banjo For Dummies provides everything you need to know to play just about any kind of music on the five-string banjo by getting you started with the roll patterns essential to Scruggs style picking. You’ll then add left-hand techniques such as slides, hammer-ons and pull-offs, play great sounding licks and perform classic tunes like “Cripple Creek” and “Old Joe Clark.” You’ll navigate up the neck on the instrument as well as learn the essential skills you need to play with others in jam sessions and in bands. You’ll even tackle contemporary banjo styles using melodic and single-string scales and picking techniques. Choose a banjo and accessories that are just right for you and your budget. Put on your fingerpicks, find your optimal hand position and start playing with the help of online audio and video. Explore the fingerboard using melo...","2024-01-20"
"626041","9780307356543","Nicolas","Politique,Littérature étrangère,Fiction",0,,,272,1,,,,,0,,1,"","","Brave New World",,"en","Sci-Fi & Fantasy,Dystopian,Genetic Engineering","Aldous Huxley","","","","","","Vintage Canada",272,"2007-08-28","paperback",,,,,,,,,,,,,,,,"Marking the 75th anniversary of its original publication, Vintage Canada is proud to publish the first Canadian edition ever of the 1932 classic Brave New World with an original introduction by Margaret Atwood.

Far in the future, the World Controllers have created the ideal society. Through clever use of genetic engineering, brainwashing and recreational sex and drugs, all its members are happy consumers. Bernard Marx seems alone in feeling discontent. Harbouring an unnatural desire for solitude, and a perverse distaste for the pleasure of compulsory promiscuity, Bernard has an ill-defined longing to break free. A visit to one of the few remaining Savage Reservations, where the old, imperfect life still continues, may be the cure for his distress.… Huxley’s ingenious fantasy of the future sheds a blazing light on the present and is considered to be his most enduring masterpiece.","2024-01-20"
"8452671","9782894488171","Nicolas","Histoire,Canadien-Français",0,,,0,0,,,,,0,,1,"","","Brève Histoire des Patriotes",,"fr","Canada","Gilles Laporte","","","","","","Éditions du Septentrion",361,"2015-01-01",,,,,,,,,,,,,,,,,,"2024-01-20"
"132584","9780140445688","Nicolas","Économie",0,,,0,0,,,,,0,,1,"","","Capital","Volume 1: A Critique of Political Economy","en","Business,Free Enterprise & Capitalism,Politics","Karl Marx","","Ben Fowkes","","","","Penguin Classics",1152,"1992-05-05","paperback",,,,,,,,,,,,,,,,"The first volume of a political treatise that changed the world

One of the most notorious works of modern times, as well as one of the most influential,Capitalis an incisive critique of private property and the social relations it generates. Living in exile in England, where this work was largely written, Marx drew on a wide-ranging knowledge of its society to support his analysis and create fresh insights. Arguing that capitalism would cause an ever-increasing division in wealth and welfare, he predicted its abolition and replacement by a system with common ownership of the means of production.Capitalrapidly acquired readership among the leaders of social democratic parties, particularly in Russia in Germany, and ultimately throughout the world, to become a work described by Marx friend and collaborator Friedrich Engels as “the Bible of the working class.”

For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators.","2024-01-20"
"21266775","9782757896983","Nicolas","Économie,Politique,Histoire",0,,,0,0,,,,,0,,1,"","","Capital et idéologie",,"fr","","Thomas Piketty","","","","","","Seuil",1632,"2022-09-02","paperback",,,,,,,,,,,,,,,,"À partir de données comparatives d’une ampleur et d’une profondeur inédites, ce livre retrace dans une perspective tout à la fois économique, sociale, intellectuelle et politique l’histoire et le devenir des régimes inégalitaires, depuis les sociétés trifonctionnelles et esclavagistes anciennes jusqu’aux sociétés postcoloniales et hypercapitalistes modernes, en passant par les sociétés propriétaristes, coloniales, communistes et sociales-démocrates. À l’encontre du récit hyperinégalitaire qui s’est imposé depuis les années 1980-1990, il montre que c’est le combat pour l’égalité et l’éducation, et non pas la sacralisation de la propriété, qui a permis le développement économique et le progrès humain.

En s’appuyant sur les leçons de l’histoire globale, il est possible de rompre avec le fatalisme qui nourrit les dérives identitaires actuelles et d’imaginer un socialisme participatif pour le XXIe siècle : un nouvel horizon égalitaire à visée universelle, une nouvelle idéologie de l’égalité, de la propriété sociale, de l’éducation et du partage des savoirs et des pouvoirs.","2026-01-29"
"16230799","9782924924464","Nicolas","Économie,Essai,Histoire",0,,,0,0,,,,,0,,1,"","","Capitalisme et confédération",,,"","Stanley B. Ryerson","","","","","",,,,,,,,,,,,,,,,,,,,,"2025-01-10"
"11929400","9782894239902","Nicolas","Franco-Ontarien,Nouvelles,Canadien-Français",0,,,0,1,,,,,0,,1,"","","Car les dieux sont avec nous",,"fr","","Dominique Millette","","","","","","Prise de parole",,"2016-11-01","paperback",,,,,,,,,,,,,,,,"Un pharaon errant. La momie d’un pharaon vieux de 5 000 ans éprouve de la difficulté à s’adapter aux réalités ordinaires d’aujourd’hui. Dans un état de décomposition avancé, elle devra bientôt, aidée par une bienfaitrice et sous le couvert d’une burqa qui camoufle sa véritable identité, quitter sa routine pour échapper à des scientifiques trop curieux et à un poursuivant malintentionné.
Quitte ou double. Un acteur dans la trentaine et sur le déclin prend la place d’un robot humanoïde à son effigie pour échapper à une bande mafieuse. Il trouvera ainsi refuge dans la sphère intime de Lili, une jeune héritière milliardaire sur le point de fêter son 21e anniversaire.
Le pied à terre. Irrités par la bêtise des humains, les dieux de l’Olympe songent à les détruire une bonne fois pour toutes. Cependant, avant de rendre leur verdict, ils envoient sur Terre l’impitoyable et ombrageuse Athéna, déesse de la guerre, de la sagesse et de l’industrie, avec pour mission de produire un état des lieux. Saura-t-elle mener son enquête chez les mortels sans se faire démasquer ?","2024-01-20"
"8145635","9782757848074","Nicolas","Littérature étrangère,Fiction",0,,,460,1,,,,,0,,1,"","","Cent ans de solitude","Edition collector","fr","","Gabriel García Márquez,Albert Bensoussan","","","","","","Points",460,"2014-11-06","paperback",,,,,,,,,,,,,,,,"A Macondo, petit village isolé d'Amérique du Sud, l'illustre famille Buendia est condamnée à cent ans de solitude par la prophétie du gitan Melquiades... Dans un tourbillon de révolutions, de guerres civiles, de fléaux et de destructions, elle traverse les trois âges : naissance, vie et décadence... Une allégorie de l'histoire de l'Amérique latine dans ses contacts intermittents et décevants avec la civilisation occidentale.","2024-01-20"
"12943115","9782897911942","Nicolas","Histoire,Canadien-Français",0,,,0,0,,,,,0,,1,"","","CHRONIQUE D'UNE INSURRECTION APPREHENDEE","jeunesse et crise d'Octobre","fr","","Bedard Eric","","","","","",,206,"2020-01-01",,,,,,,,,,,,,,,,,,"2024-04-12"
"33236","9781785996412","Nicolas","Nouvelles,Littérature étrangère,Fiction",0,,,238,1,,,,,0,,1,"","","Classic Tales of Horror",,"en","Classic Horror","Edgar Allan Poe","","","","","","Arcturus Publishing Limited",238,"2016-01-01","paperback",,,,,,,,,,,,,,,,"Not for those of a nervous disposition, this chilling collection contains some of Edgar Allan Poe's best known stories, including The Fall of the House of Usher and The Masque of the Red Death.

Themes of guilt, fear and revenge abound as the master of gothic horror transports readers into mysterious worlds, carries them on dangerous sea voyages, and investigates gruesome murders in tales such as The Black Cat, The Pit and the Pendulum and The Cask of Amontillado.

Exploring the hidden depths of the human mind, these are tales full of thrills and intrigue.","2024-01-20"
"64020","9780134494166","Nicolas","Académique",0,,,432,1,,,,,0,,1,"","","Clean Architecture","A Craftsman's Guide to Software Structure and Design","en","Computer Programming / Software Development,Software Engineering,Computer Architecture & Logic Design","Robert C. Martin","","","","","","Prentice Hall",432,"2016-12-20","paperback",,,,,,,,,,,,,,,,"Building upon the success of best-sellers The Clean Coder and Clean Code, legendary software craftsman Robert C. ""Uncle Bob"" Martin shows how to bring greater professionalism and discipline to application architecture and design.
As with his other books, Martin's Clean Architecture doesn't merely present multiple choices and options, and say ""use your best judgment"": it tells you what choices to make, and why those choices are critical to your success. Martin offers direct, no-nonsense answers to key architecture and design questions like:

What are the best high level structures for different kinds of applications, including web, database, thick-client, console, and embedded apps?

What are the core principles of software architecture?

What is the role of the architect, and what is he/she really trying to achieve?

What are the core principles of software design?

How do designs and architectures go wrong, and what can you do about it?

What are the disciplines and practices of professional architects and designers?

Clean Architecture is essential reading for every software architect, systems analyst, system designer, and software manager -- and for any programmer who aspires to these roles or is impacted by their work.","2024-01-20"
"1171500","9780141913087","Nicolas","Économie,Politique",0,,,0,0,,,,,0,,1,"","","The Communist Manifesto","Penguin Classics","en","Philosophy","Karl Marx,Friedrich Engels","","","","","","Penguin Books",304,"2004-07-01","ebook",,,,,,,,,,,,,,,,"The Communist Manifesto (1848), Marx and Engels's revolutionary summons to the working classes, is one of the most important and influential political theories ever formulated. After four years of collaboration the authors produced this incisive account of their idea of Communism, in which they envisage a society without classes, private property or a state. They argue that increasing exploitation of industrial workers will eventually lead to a revolution in which Capitalism is overthrown. This vision provided the theoretical basis of political systems in Russia, China, Cuba and Eastern Europe, affecting the lives of millions. The Communist Manifesto still remains a landmark text: a work that continues to influence and provoke debate on capitalism and class.","2024-01-20"
"13791576","9791092457445","Nicolas","",0,,,0,0,,,,,0,,1,"","","Conquête du pain (La)",,"fr","","Pierre Kropotkine","","","","","","NADA",,"2022-01-01",,,,,,,,,,,,,,,,,"The fourth in AK Press’ Working Classics series, The Conquest of Bread is Peter Kropotkin’s most extensive study of human needs and his outline of the most rational and equitable means of satisfying them. A combination of detailed historical analysis and far-reaching Utopian vision, this is a step-by-step guide to social revolution: the concrete means of achieving it, and the world that humanity’s “constructive genius” is capable of creating. Includes a new introduction that historically situates and discusses the contemporary relevance of Kropotkin’s ideas.","2026-02-02"
"19937298","9782764627952","Nicolas","Culture,Essai,Politique,Fiction,Canadien-Français",0,,,0,0,,,,,0,,1,"","","Constellation du lynx (La)","roman","fr","Authors,French-Canadian","Louis Hamelin","","","","","","Boréal",595,"2023-01-01","hardcover",,,,,,,,,,,,,,,,"October 1970. Two kidnappings. One dead. A crisis unlike anything the country had ever seen — here is the story behind history . . .

Thirty years after the October Crisis, Sam Nihilo, a freelance writer whose career is in a slump, is drawn to the conspiracy theories that have proliferated in the wake of the events. While investigating the death of one of the FLQ hostages, Nihilo sees his life consumed by an inquiry that leads him further into a flurry of facts, both known and newly discovered. Soon, secret agents, corrupt police officers, politicians, and former terrorists of the Front de Libération du Québec form a mysterious constellation around him, and at the centre lies a complicated and dangerous truth.

In the tradition of Don DeLillo’s Libra, October 1970 is a thrilling fictional account of the events that shaped one of the most volatile moments in recent history.","2025-10-27"
"9938757","9782898330933","Nicolas","Économie,Canadien-Français",0,,,236,1,,,,,0,,1,"","","Construire l'économie postcapitaliste",,"fr","Management,Essais et documents de l'économie,Histoire de la pensée économique","Audrey Laurin-Lamothe,Frédéric Legault,Simon Tremblay-Pepin","","","","","","Lux Editeur",236,"2023-05-26","paperback",,,,,,,,,,,,,,,,,"2024-01-20"
"3413800","9781118170519","Nicolas","Académique",0,,,944,1,,,,,0,,1,"","","Control Systems Engineering",,"en","Mechanical Engineering,Electrical Engineering,Automatic Control Engineering","Norman S. Nise","","","","","","Wiley",944,"2014-12-01","hardcover",,,,,,,,,,,,,,,,"Emphasizing the practical application of control systems engineering, the new Fourth Edition shows how to analyze and design real-world feedback control systems. Readers learn how to create control systems that support today's advanced technology and apply the latest computer methods to the analysis and design of control systems. A methodology with clearly defined steps is presented for each type of design problem. Continuous design examples give a realistic view of each stage in the control systems design process. A complete tutorial on using MATLAB Version 5 in designing control systems prepares readers to use this important software tool.","2024-01-20"
"128252","9780061914799","Nicolas","Bande dessinée",0,,,160,1,,,,,0,,1,"","","Cyanide and Happiness",,"en","HUMOR/General","Kris Wilson,Matt Melvin,Rob Denbleyker,Dave McElfatric","","","","","","It Books",160,"2010-01-01","paperback",,"Cyanide and Happiness",1,,,,,,,,,,,,,"Introducing the first real, tangible, ignitable collection of the hit online comic Cyanide & Happiness, featuring a selection of your favorite comics and thirty brand-new strips.

From the minds of Kris, Rob, Matt, and Dave comes a barrage of irreverent entertainment sure to keep you amused until the day you die. Just see what their mothers have to say!

> ""Dave is a nice, young man with a bright future ahead of him. I always knew he was a gifted boy who would go on to do great things. I hope he settles down with a nice, young woman and ****s the **** out of her.""
—Dave's mom

""I don't know how to get computer pictures, so I'm glad Kris finally has a book out. I haven't read it yet, but I hope he gives me a quote on the back.""
—Kris's mom

""I hope Robert's book does well so he can finally afford to move out. He plays his hip-hop music too loud.""
—Rob's mom


Matt's mom was unavailable for a quote due to being dead.","2024-01-20"
"11929056","9782897440541","Nicolas","Essai,Franco-Ontarien,Académique,Identité,Canadien-Français",0,,,353,1,,,,,0,,1,"","","De l'impuissance à l'autonomie: Évolution culturelle et enjeux identitaires des minorités canadiennes-françaises (French Edition)","évolution Culturelle et Enjeux Identitaires des Minorités Canadiennes-Françaises","fr","Canada $$ x English-French relations","Laurent Poliquin","","","","","","Recf",353,"2017-03-01",,,,,,,,,,,,,,,,,"«De l'impuissance A l'autonomie creuse en amont la dislocation du Canada franCais qui s'est rEalisEe dans les annEes 1960. L'ouvrage remet en question l'idEe, trEs rEpandue, selon laquelle l'essor de l'identitE quEbEcoise aurait entraInE A lui seul l'Eclatement du Canada franCais et impulsE le changement d'identitE des minoritEs francophones du pays. Il dEmontre, au contraire, que la rupture s'est consommEe au terme de discontinuitEs, et ce, au cours des dEcennies qui prEcEdent. Durant la premiEre moitiE du XXe siEcle, plusieurs EvEnements viennent perturber les relations entre groupes minoritaires et ceux qu'ils perCoivent comme les autres, les Anglo-Canadiens et les Canadiens franCais du QuEbec: les crises scolaires en Ontario (1912), au Manitoba (1916) et en Saskatchewan (1931), ainsi que les crises de la conscription (1917 et 1944). Dans cette Etude, l'auteur analyse les discours journalistiques (Le Droit, Le Patriote de l'Ouest, La LibertE, La Survivance) publiEs durant ces crises, ainsi que les discours relatifs A l'enfance - dont ceux vEhiculEs dans la littErature pour la jeunesse canadienne-franCaise. Son objectif: saisir l'impact de ces discours sur les communautEs et les mutations qu'ils provoquent dans la reprEsentation collective des minoritEs. «De l'impuissance A l'autonomie permet de rendre compte des glissements identitaires A mesure qu'ils s'opErent; il met en Evidence l'autonomisation graduelle des minoritEs canadiennes-franCaises.","2024-01-20"
"758486","9782290351307","Nicolas","Littérature étrangère,Fiction",0,,,285,1,,,,,0,,1,"","","Debout les morts",,"fr","Contemporary Fiction,Crime","Fred Vargas","","","","","","J'ai lu",285,"2005-09-01","paperback",,"Les Evangélistes",1,,,,,,,,,,,,,"Un matin, la cantatrice Sophia Siméonidis découvre, dans son jardin, un arbre qu'elle ne connaît pas. Un hêtre. Qui l'a planté là ? Pourquoi ? Pierre, son mari, n'en a que faire. Mais la cantatrice, elle, s'inquiète, en perd le sommeil, finit par demander à ses voisins, trois jeunes types un peu déjantés, de creuser sous l'arbre, pour voir si… Quelques semaines plus tard, Sophia disparaît tandis qu'on découvre un cadavre calciné. Est-ce le sien ? La police enquête. Les voisins aussi. Sophia, ils l'aimaient bien. L'étrange apparition du hêtre n'en devient que plus énigmatique.","2024-01-20"
"74368","9780262035613","Nicolas","Académique",0,,,778,1,,,,,0,,1,"","","Deep Learning",,"en","Teaching Resources & Education,Computer Science,Artificial Intelligence","Ian Goodfellow,Yoshua Bengio,Aaron Courville","","","","","","The MIT Press",778,"2016-12-09","hardcover",,,,,,,,,,,,,,,,"An introduction to a broad range of topics in deep learning, covering mathematical and conceptual background, deep learning techniques used in industry, and research perspectives.

Deep learning is a form of machine learning that enables computers to learn from experience and understand the world in terms of a hierarchy of concepts. Because the computer gathers knowledge from experience, there is no need for a human computer operator to formally specify all the knowledge that the computer needs. The hierarchy of concepts allows the computer to learn complicated concepts by building them out of simpler ones; a graph of these hierarchies would be many layers deep. This book introduces a broad range of topics in deep learning.

The text offers mathematical and conceptual background, covering relevant concepts in linear algebra, probability theory and information theory, numerical computation, and machine learning. It describes deep learning techniques used by practitioners in industry, including deep feedforward networks, regularization, optimization algorithms, convolutional networks, sequence modeling, and practical methodology; and it surveys such applications as natural language processing, speech recognition, computer vision, online recommendation systems, bioinformatics, and videogames. Finally, the book offers research perspectives, covering such theoretical topics as linear factor models, autoencoders, representation learning, structured probabilistic models, Monte Ca...","2024-01-20"
"21266776","9782894231593","Nicolas","Culture,Franco-Ontarien,Académique,Histoire,Canadien-Français",0,,,0,0,,,,,0,,1,"","","DES GENS DE RESOLUTION LE PASSAGE DU CANADA FRANCAIS A L ON",,"fr","French-Canadians -- Ontario -- History -- 20th century.,French-Canadians -- Ontario -- Ethnic identity.,French-Canadians -- History -- 20th century.","Gervais Gaetan","","","","","","PRISE DE PAROLE",230,"2003-01-01","paperback",,,,,,,,,,,,,,,,"Product Description 
« Des gens de résolution » aborde la question suivante : comment les Canadiens-Français de l’Ontario, femmes et hommes, ont-ils vécu la fin du Canada français ? La réponse se présente en trois temps.Dans le premier chapitre, les congrès patriotiques apportent une description de ce que représentait le Canada français avant 1960.Le deuxième texte décrit l’éclatement de la nation canadienne-française, comme en témoignent les États généraux du Canada français (1966-1969).Enfin, le troisième chapitre explore comment cette rupture a forcé la communauté franco-ontarienne à définir autrement sa culture, pendant qu’émergeait une nouvelle « identité franco-ontarienne ».Ces trois textes ont d’abord paru séparément dans les « Cahiers Charlevoix. Études franco-ontariennes » (numéros 1, 2 et 3).
About the Author 
Gaétan Gervais, originaire de Sudbury, est professeur au département d’histoire de l’université Laurentienne. Après des études à l’université d’Ottawa, il a enseigné et publié dans les domaines de l’histoire des Franco-Ontariens et du Nord ontarien. Il est codirecteur du projet de « Dictionnaire des écrits de l’Ontario français » et membre fondateur de l’Institut franco-ontarien et de la société Charlevoix.","2026-01-29"
"11929290","9780471719977","Nicolas","Académique",0,,,608,1,,,,,0,,1,"","","Design and Analysis of Distributed Algorithms",,"en","Computers","Nicola Santoro","","","","","","Wiley-Interscience",608,"2006-10-27",,,,,,,,,,,,,,,,,"This text is based on a simple and fully reactive computational model that allows for intuitive comprehension and logical designs. The principles and techniques presented can be applied to any distributed computing environment (e.g., distributed systems, communication networks, data networks, grid networks, internet, etc.). The text provides a wealth of unique material for learning how to design algorithms and protocols perform tasks efficiently in a distributed computing environment.","2024-01-20"
"11929253","9782761300414","Nicolas","Académique",0,,,0,0,,,,,0,,1,"","","Dessin technique",,"fr","Mechanical drawing","Frederick E. Giesecke,John T. Dygdon","","","","","","Éditions du renouveau pédagogique",769,"1983-04-08","paperback",,,,,,,,,,,,,,,,"Ouvrage complet, populaire depuis près de cinquante ans auprès des institutions d'enseignement et des bureaux d'étude. Dans l'édition française, les normes canadiennes ont été ajoutées et une plus grande attention a été accordée au système international d'unités. [SDM].","2024-01-20"
"1426128","9780307475411","Nicolas","Littérature étrangère,Fiction",0,,,0,0,,,,,0,,1,"","","Don Quijote de la Mancha",,"es","Spanish Language,Literary,Satire","Miguel Cervantes","","","","","","Vintage Espanol",1049,"2010-03-09","paperback",,,,,,,,,,,,,,,,"Un éxito desde el mismo momento de su publicación en 1604, Don Quijote es una obra maestra no ya de la literatura española sino de la literatura universal. Cuenta la historia de este hidalgo quien, enloquecido por la lectura de libros de caballerías, recorre España espada en mano en busca de aventura, justicia y gloria. Las múltiples interpretaciones de esta historia son, simplemente, el reflejo de su riqueza de significados y contenidos: una crítica de las novelas de caballerías, la contraposición entre el realismo y el idealismo, la primera novela moderna o una sátira de las ilusiones caballerescas. Infinitas lecturas caben en las divertidas e increíbles andanzas del ingenioso hidalgo, que reflejan la complejidad de lo humano y muestran el arte literario en su más depurada expresión.","2024-01-20"
"15652500","9782981736611","Nicolas","Bande dessinée,Franco-Ontarien,Canadien-Français",0,,,0,0,,,,,0,,1,"","","Éclatemps !","Histoires Francos en Ontario",,"","Body Ngoy,Félix Saint-Denis,Hicham Absa","","","","","",,,,,,,,,,,,,,,,,,,,,"2024-12-04"
"4238","9781451673319","Nicolas","Littérature étrangère,Fiction",0,,,249,1,,,,,0,,1,"","","Fahrenheit 451","A Novel","en","Science Fiction","Ray Bradbury","","","","","","Simon & Schuster",249,"2013-06-01","paperback",,,,,,,,,,,,,,,,"Sixty years after its publication, Ray Bradbury's internationally acclaimed novel Fahrenheit 451 stands as a classic of world literature set in a bleak, dystopian future. Today its message has grown more relevant than ever before.

""Fahrenheit 451- The temperature at which book paper catches fire and burns.""

Guy Montag is a fireman. His job is to destroy the most illegal of commodities, the printed book, along with the houses in which they are hidden. Montag never questions the destruction and ruin his actions produce, returning each day to his bland life and wife, Mildred, who spends all day with her television ""family."" But when he meets an eccentric young neighbor, Clarisse, who introduces him to a past where people didn't live in fear and to a present where one sees the world through the ideas in books instead of the mindless chatter of television, Montag begins to question everything he has ever known.

The sixtieth-anniversary edition commemorates Ray Bradbury's masterpiece with a new introduction by Neil Gaiman; personal essays on the genesis of the novel by the author; a wealth of critical essays and reviews by Nelson Algren, Harold Bloom, Margaret Atwood, and others; rare manuscript pages and sketches from Ray Bradbury's personal archive; and much more. Here, at last, is the definitive edition of a classic of world literature.

--back cover","2024-01-20"
"714473","9782744192067","Nicolas","Littérature étrangère,Fiction",0,,,509,1,,,,,0,,1,"","","Forteresse digitale",,"fr","","Dan Brown","","Dominique Defert","","","","France Loisirs",509,"2006-05-01","hardcover",,,,,,,,,,,,,,,,"Lorsque l'ordinateur le plus puissant au monde, arme absolue contre le terrorisme, est saboté, Susan, brillante cryptographe est appelée de toute urgence. Ce qu'elle découvrira va ébranler ses plus intimes convictions... Prise au piège dans les entrailles de l'agence la plus secrète des États-Unis. Susan va avancer dans une toile tissée de mensonges et de secrets. Trahie et manipulée, elle devra lutter pour sauver son pays, mais aussi sa propre vie. Et très vite, celle de l'homme qu'elle aime...","2024-01-20"
"7299","9780691158303","Nicolas","",0,,,0,0,,,,,0,,1,"","","The Founder's Dilemmas: Anticipating and Avoiding the Pitfalls That Can Sink a Startup","Anticipating and Avoiding the Pitfalls That Can Sink a Startup","en","Entrepreneurship","Noam Wasserman","","","","","","Princeton University Press",480,"2013-04-01","paperback",,,,,,,,,,,,,,,,"Often downplayed in the excitement of starting up a new business venture is one of the most important decisions entrepreneurs will face: should they go it alone, or bring in cofounders, hires, and investors to help build the business? More than just financial rewards are at stake. Friendships and relationships can suffer. Bad decisions at the inception of a promising venture lay the foundations for its eventual ruin. The Founder's Dilemmas is the first book to examine the early decisions by entrepreneurs that can make or break a startup and its team. Drawing on a decade of research, Noam Wasserman reveals the common pitfalls founders face and how to avoid them. He looks at whether it is a good idea to cofound with friends or relatives, how and when to split the equity within the founding team, and how to recognize when a successful founder-CEO should exit or be fired. Wasserman explains how to anticipate, avoid, or recover from disastrous mistakes that can splinter a founding team, strip founders of control, and leave founders without a financial payoff for their hard work and innovative ideas. He highlights the need at each step to strike a careful balance between controlling the startup and attracting the best resources to grow it, and demonstrates why the easy short-term choice is often the most perilous in the long term. The Founder's Dilemmas draws on the inside stories of founders like Evan Williams of Twitter and Tim Westergren of Pandora, while mining quantitative ...","2026-05-24"
"18312011","9782896333967","Nicolas","Histoire,Canadien-Français",0,,,0,0,,,,,0,,1,"","","France impériale et la Nouvelle-France Un regard neuf sur 1759","Un Regard Neuf Sur 1759","fr","History,Europe,France","Michel Brunet","","","","","","Pierre Tisseyre",309,"2017-09-01","paperback",,,,,,,,,,,,,,,,,"2025-06-19"
